	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
H_5.CEL	0.74188447	0.74769264	0.7509366	0.7415711	0.74689716	0.74223906	0.7447081	0.7446899	0.74481344	0.7460389	0.7483812	0.74142396	0.74298996	0.7513371	0.742155	0.74070275	0.75178504	0.7441399	0.7466772	0.7495107	0.7469136	0.74259627	0.7438134	0.7451425	0.7426606	0.75145173	0.74775434	0.74084705	0.73628116	0.7504582	0.73924243	0.7417807	0.7483057	0.7439145	0.74322325	0.74252295	0.74159116	0.73956287	0.7398795	0.7429858	0.7500005	0.74845535	0.7488349	0.74872464	0.7376031	0.74608815	0.74755263	0.7401582	0.7460515	0.7534707	0.7457801	0.7398282	0.74952716	0.7438937	0.7464782	0.74677175	0.7414311	0.7450517	0.7433841	0.744044	0.74684083	0.74565506	0.74971336	0.74596	0.7379321	0.74261147	0.7428626	0.7450436	0.74092346	0.7424316	0.7419631	0.74809074	0.7519494	0.73937815	0.74136794	0.7434981	0.7403154	0.7488732	0.7447087	0.7469168	0.74228454	0.7465659	0.74355465	0.7490977	0.7449148	0.74231803	0.73930156	0.7397036	0.73777604	0.7418669	0.75025505	0.7391128	0.74247545	0.7417553	0.73821235	0.7441602	0.7411979	0.7579912	0.74624527	0.74512076	0.64496803	0.8532179	0.47015485	0.3894316	0.54870594	0.8541299	0.6452488	0.8586926	0.44599977	0.38543683	0.4255215	0.6381271	0.4409472	0.5653537	0.35098964	0.37270084	0.42319003	0.3883641	0.22415882	0.43926695	0.6142956	0.5202115	0.47777712	0.40625238	0.44792163	0.4451502	0.2841078	0.7125229	0.4316242	0.51111895	0.3719477	0.7991283	0.34466106	0.5859136	0.7712721	0.6437651	0.82347214	0.36506316	0.41470665	0.41442138	0.45599028	0.5673339	0.6250296	0.6978728	0.3195677	0.71104866	0.53761494	0.54323953	0.25438103	0.80616236	0.4032775	0.45908347	0.7828068	0.6492605	0.53300697	0.4170513	0.6510878	0.40498123	0.80747724	0.3216589	0.8119284	0.4201311	0.40063164	0.83444136	0.4128834	0.72436535	0.71812433	0.40950418	0.7846395	0.3354188	0.67597246	0.28736702	0.34939176	0.70996547	0.7562855	0.67036027	0.37244272	0.5523119	0.41810006	0.58246535	0.8022566	0.7779443	0.6863899	0.8300513	0.60760903	0.80790734	0.2963332	0.6616706	0.6283444	0.3526925	0.6068156	0.75329345	0.39155513	0.4079041	0.817648	0.2586919	0.43010482	0.8103302	0.32179773	0.757639
GSM307115.CEL	0.74616015	0.75202507	0.7553857	0.7458665	0.75125283	0.7466485	0.74908775	0.7490448	0.74919677	0.750471	0.7527825	0.7458487	0.7473353	0.75575054	0.74653447	0.7449416	0.75607806	0.74840665	0.7509672	0.753838	0.75122714	0.74695814	0.7480965	0.74945104	0.74704814	0.75575435	0.7521046	0.74527097	0.74059147	0.75482833	0.74368215	0.74619293	0.7525587	0.74830484	0.7475954	0.7468047	0.74590474	0.7439438	0.74410003	0.74729186	0.7543486	0.75275314	0.7533102	0.7531398	0.74195963	0.75037175	0.7517583	0.7445072	0.75033814	0.7577221	0.7500843	0.74418813	0.7539525	0.74827933	0.7508838	0.7510336	0.7458658	0.7493654	0.74781096	0.7483651	0.75109494	0.7500093	0.7539884	0.7503133	0.74230725	0.7469255	0.7471947	0.74940586	0.74530333	0.7468004	0.7464213	0.7524666	0.7563537	0.7437162	0.74565905	0.7478377	0.74472165	0.75320303	0.7490035	0.75126535	0.7465446	0.75093096	0.7478688	0.75333905	0.749267	0.74659675	0.7435814	0.7440046	0.74217075	0.7462573	0.75453043	0.74344677	0.74684966	0.74607176	0.7426127	0.7485288	0.7454492	0.7623585	0.7504974	0.7494965	0.64628613	0.8543902	0.4710115	0.39020243	0.5495314	0.8552473	0.64601934	0.8598642	0.4470396	0.38593104	0.42646867	0.63913417	0.44169807	0.56630325	0.35144782	0.37339014	0.4237886	0.3888502	0.22446041	0.44003108	0.61541414	0.52106047	0.47872946	0.4066808	0.44881442	0.44593418	0.28451383	0.71355015	0.43255004	0.51200914	0.37247905	0.80029285	0.3451998	0.5870054	0.7724358	0.64469653	0.8247697	0.36554596	0.41524795	0.41505012	0.4567463	0.56858665	0.62622094	0.6988745	0.31980377	0.71219516	0.53872144	0.5440793	0.25475532	0.8075013	0.4040384	0.45991054	0.7842012	0.650329	0.5339744	0.41764995	0.65237105	0.4054695	0.8087406	0.3219902	0.8131713	0.4207866	0.40134248	0.8357173	0.41345042	0.72582483	0.7193303	0.41030112	0.7858689	0.33581463	0.67712235	0.2879255	0.35001442	0.7109799	0.7575246	0.67159057	0.3731066	0.5532133	0.41867143	0.58376676	0.80355823	0.77921355	0.6875509	0.8312448	0.6088311	0.80920994	0.29670778	0.66266364	0.62952375	0.35302973	0.60795194	0.7545326	0.3922513	0.40854648	0.8189284	0.25905368	0.43108335	0.8116866	0.32229343	0.75883126
GSM641848.CEL	0.7488989	0.75479877	0.7582328	0.74861777	0.7540413	0.749472	0.75189185	0.75183326	0.75200325	0.7533082	0.7555999	0.748682	0.7501181	0.7585749	0.74933904	0.7476572	0.75882596	0.7511393	0.7537142	0.7566081	0.75398886	0.7497515	0.7508396	0.7522101	0.74985766	0.75850856	0.7548896	0.7481039	0.7433531	0.7576256	0.7465255	0.74901843	0.7552819	0.751116	0.7503951	0.7495472	0.7486675	0.74674976	0.7468042	0.7500497	0.7571319	0.7555049	0.7561743	0.75596577	0.74475044	0.75311476	0.75445163	0.74729276	0.7530831	0.7604435	0.75284034	0.74698067	0.7567848	0.75108737	0.75370413	0.75376266	0.74870545	0.75212777	0.75064534	0.75113237	0.75381917	0.75279725	0.7567253	0.7531006	0.7451098	0.7496884	0.7499692	0.752199	0.74810827	0.7495982	0.7492758	0.75526774	0.7591721	0.74649477	0.7484078	0.7506167	0.7475435	0.7559748	0.751754	0.7540494	0.7492732	0.75372547	0.75063163	0.7560548	0.7520538	0.74933743	0.7463231	0.7467598	0.74498576	0.74906874	0.7572676	0.7462229	0.7496508	0.7488363	0.7454313	0.7513259	0.74817264	0.7651524	0.75322044	0.75229824	0.647137	0.85514396	0.47156525	0.390701	0.55006486	0.85596573	0.64651704	0.8606171	0.447712	0.3862507	0.42708123	0.63978446	0.44218358	0.56691676	0.35174415	0.373836	0.42417565	0.3891645	0.22465554	0.4405251	0.61613655	0.5216091	0.47934514	0.40695783	0.4493917	0.44644102	0.28477636	0.7142129	0.43314874	0.5125845	0.37282258	0.801043	0.34554836	0.5877106	0.77318585	0.645298	0.8256043	0.36585817	0.41559792	0.4154567	0.457235	0.56939596	0.62699014	0.6995209	0.31995648	0.7129349	0.53943646	0.54462194	0.25499743	0.80836296	0.4045305	0.4604453	0.7850991	0.6510188	0.5345996	0.4180371	0.65319926	0.40578523	0.809554	0.32220438	0.8139714	0.42121044	0.4018022	0.83653784	0.41381705	0.72676563	0.7201082	0.41081652	0.7866608	0.3360706	0.67786443	0.28828683	0.35041717	0.7116345	0.7583233	0.6723847	0.373536	0.5537957	0.41904077	0.58460736	0.8043962	0.780031	0.6883002	0.8320128	0.6096202	0.81004834	0.29695016	0.66330475	0.63028526	0.35324776	0.60868585	0.7553314	0.39270148	0.40896183	0.8197523	0.2592878	0.43171617	0.81255925	0.32261407	0.75959975
GSM267252.CEL	0.74966866	0.7555782	0.7590324	0.749391	0.7548248	0.75026554	0.7526799	0.75261676	0.75279176	0.75410527	0.75639147	0.74947816	0.75090015	0.7593683	0.7501272	0.7484205	0.75959796	0.75190735	0.7544861	0.75738645	0.7547649	0.7505364	0.75161046	0.7529854	0.7506472	0.7592824	0.7556721	0.74890006	0.7441294	0.7584115	0.7473246	0.74981236	0.7560472	0.751906	0.7511819	0.75031793	0.749444	0.7475384	0.7475642	0.7508248	0.7579138	0.7562781	0.756979	0.7567597	0.74553484	0.7538857	0.7552086	0.7480756	0.7538545	0.7612081	0.7536149	0.74776554	0.75758046	0.75187653	0.7544965	0.75452954	0.7495034	0.752904	0.75144184	0.75191003	0.75458455	0.75358063	0.75749445	0.7538838	0.74589753	0.7504649	0.7507489	0.75298387	0.7488966	0.7503844	0.7500779	0.7560548	0.7599639	0.7472757	0.7491803	0.75139767	0.7483366	0.7567536	0.75252694	0.75483173	0.7500402	0.7545107	0.7514081	0.7568179	0.7528368	0.75010765	0.74709386	0.74753416	0.7457769	0.7498589	0.7580366	0.74700314	0.75043803	0.7496134	0.74622345	0.752112	0.7489381	0.76593715	0.7539857	0.75308555	0.64737695	0.8553561	0.47172165	0.3908418	0.5502155	0.8561681	0.6466575	0.8608292	0.44790187	0.38634092	0.4272542	0.6399681	0.44232067	0.56709	0.35182777	0.37396193	0.4242849	0.38925323	0.22471063	0.44066468	0.6163404	0.52176404	0.47951904	0.40703607	0.4495547	0.44658414	0.28485057	0.7143999	0.4333178	0.51274693	0.37291962	0.8012545	0.34564674	0.58790976	0.7733973	0.64546776	0.8258394	0.36594635	0.41569677	0.41557148	0.45737302	0.5696244	0.6272072	0.6997033	0.3199996	0.71314347	0.5396383	0.5447751	0.25506574	0.8086057	0.40466943	0.4605963	0.78535223	0.6512135	0.5347761	0.4181464	0.6534329	0.4058744	0.8097831	0.32226488	0.8141968	0.42133018	0.40193206	0.83676887	0.41392058	0.7270308	0.72032756	0.41096207	0.78688407	0.33614284	0.6780738	0.28838888	0.35053104	0.7118192	0.7585485	0.6726086	0.37365723	0.5539602	0.41914514	0.5848446	0.80463225	0.78026146	0.68851155	0.83222896	0.609843	0.8102845	0.29701856	0.6634857	0.63050014	0.3533094	0.6088929	0.7555565	0.39282867	0.40907913	0.81998444	0.25935397	0.43189493	0.8128051	0.32270464	0.75981647
GSM774156_B38-2NM_3.CEL	0.7512513	0.75718033	0.7606764	0.7509808	0.75643563	0.75189674	0.75429964	0.7542277	0.754413	0.7557439	0.7580184	0.7511151	0.7525078	0.76099914	0.7517475	0.7499898	0.7611851	0.7534863	0.75607306	0.7589863	0.7563603	0.75215024	0.75319535	0.7545794	0.7522703	0.760873	0.75728077	0.75053674	0.7457255	0.7600268	0.74896723	0.75144464	0.75762033	0.7535298	0.7527993	0.7519026	0.75104046	0.74915963	0.7491271	0.75241816	0.7595212	0.7578675	0.7586327	0.7583917	0.74714756	0.7554704	0.75676465	0.74968517	0.7554403	0.7627798	0.7552071	0.7493791	0.759216	0.7534986	0.75612545	0.7561062	0.7511439	0.75449985	0.753079	0.75350875	0.75615853	0.7551911	0.7590754	0.7554937	0.747517	0.75206125	0.75235176	0.7545973	0.7505172	0.7520008	0.7517268	0.75767267	0.76159126	0.7488814	0.7507686	0.75300324	0.7499669	0.7583546	0.75411594	0.75643986	0.7516169	0.756125	0.7530044	0.75838673	0.7544466	0.7516912	0.74867827	0.7491264	0.74740344	0.75148314	0.7596175	0.74860734	0.75205624	0.75121087	0.747852	0.75372785	0.75051194	0.7675499	0.7555589	0.75470394	0.64787185	0.855793	0.4720442	0.3911323	0.5505261	0.85658467	0.6469471	0.8612656	0.44829357	0.38652712	0.42761102	0.6403464	0.44260344	0.5674471	0.35200045	0.3742217	0.42451036	0.38943633	0.22482419	0.44095245	0.61676073	0.5220836	0.47987762	0.40719745	0.449891	0.4468794	0.28500357	0.7147852	0.4336666	0.51308197	0.3731198	0.80169	0.34584978	0.58832026	0.773833	0.6458177	0.82632357	0.3661282	0.41590062	0.41580835	0.45765772	0.5700955	0.62765485	0.70007914	0.32008854	0.7135736	0.5400546	0.5450911	0.2552069	0.8091057	0.40495613	0.46090776	0.78587335	0.65161496	0.53514016	0.41837198	0.6539147	0.40605828	0.81025517	0.32238966	0.81466115	0.42157707	0.40219986	0.8372447	0.41413411	0.72757745	0.7207797	0.41126227	0.78734386	0.336292	0.67850554	0.2885995	0.3507657	0.71219975	0.75901246	0.67307043	0.3739074	0.5542993	0.41936037	0.5853338	0.8051186	0.7807362	0.68894726	0.8326744	0.61030227	0.8107709	0.2971597	0.66385865	0.6309432	0.3534364	0.60932	0.7560206	0.39309102	0.40932107	0.82046235	0.25949037	0.43226358	0.81331146	0.32289144	0.7602629
GSM1953893_BiofilmInoculum1.CEL	0.752239	0.75818014	0.76170194	0.75197303	0.7574407	0.7529146	0.7553104	0.7552329	0.7554246	0.7567663	0.7590336	0.7521365	0.7535112	0.7620166	0.75275856	0.7509694	0.76217544	0.75447166	0.75706327	0.7599847	0.7573558	0.7531573	0.7541846	0.7555741	0.75328314	0.76186544	0.7582845	0.7515581	0.74672186	0.76103467	0.74999243	0.7524632	0.7586021	0.7545432	0.75380856	0.75289166	0.7520367	0.7501715	0.7501026	0.7534127	0.76052415	0.75885934	0.7596645	0.75940996	0.74815416	0.75645936	0.7577358	0.7506897	0.75643	0.7637604	0.75620073	0.75038624	0.7602364	0.75451094	0.75714195	0.7570901	0.7521675	0.7554956	0.7541007	0.7545065	0.75714064	0.756196	0.7600619	0.75649846	0.7485277	0.7530575	0.7533523	0.75560427	0.7515286	0.75300944	0.75275576	0.7586821	0.76260656	0.7498836	0.7517599	0.7540052	0.7509844	0.7593536	0.7551076	0.75744337	0.75260097	0.7571323	0.75400054	0.7593657	0.75545126	0.7526796	0.7496673	0.7501201	0.7484187	0.75249684	0.7606041	0.74960864	0.75306624	0.7522077	0.7488684	0.7547363	0.75149417	0.768556	0.7565408	0.75571376	0.6481816	0.8560661	0.47224623	0.39131424	0.5507205	0.85684496	0.6471284	0.8615383	0.44853887	0.3866437	0.4278346	0.64058334	0.44278055	0.56767076	0.3521085	0.37438443	0.42465156	0.38955104	0.2248955	0.44113272	0.61702394	0.5222836	0.48010215	0.40729848	0.45010158	0.44706428	0.28509945	0.7150264	0.433885	0.5132918	0.37324515	0.8019624	0.34597704	0.5885773	0.77410555	0.6460368	0.8266262	0.36624214	0.4160283	0.4159567	0.45783597	0.57039046	0.62793493	0.7003145	0.32014427	0.71384275	0.5403153	0.545289	0.25529528	0.80941826	0.40513572	0.46110284	0.7861993	0.6518661	0.5353681	0.41851318	0.65421623	0.40617347	0.8105502	0.32246783	0.8149514	0.42173174	0.40236765	0.8375421	0.41426793	0.72791946	0.72106266	0.41145042	0.7876315	0.33638543	0.6787756	0.28873146	0.35091275	0.71243805	0.75930274	0.6733595	0.37406406	0.5545116	0.41949514	0.5856401	0.8054227	0.7810333	0.68921995	0.83295286	0.61058974	0.81107515	0.29724818	0.6640921	0.6312205	0.353516	0.6095873	0.756311	0.3932553	0.40947267	0.8207612	0.2595758	0.4324945	0.8136279	0.32300848	0.7605423
GSM864517.CEL	0.7524457	0.7583895	0.7619165	0.75218064	0.7576511	0.75312763	0.75552195	0.75544333	0.75563645	0.7569804	0.7592461	0.7523503	0.7537211	0.76222956	0.7529702	0.75117457	0.7623827	0.7546779	0.75727063	0.7601935	0.75756425	0.75336814	0.75439155	0.75578225	0.7534953	0.7620732	0.7584947	0.7517719	0.7469305	0.76124555	0.750207	0.7526765	0.75880754	0.75475526	0.7540199	0.7530986	0.7522453	0.75038326	0.7503068	0.7536208	0.7607341	0.75906694	0.7598805	0.75962317	0.7483648	0.7566664	0.75793904	0.7509	0.7566372	0.7639657	0.75640875	0.75059706	0.76045007	0.7547228	0.7573546	0.757296	0.7523818	0.75570416	0.75431454	0.7547153	0.7573462	0.7564064	0.7602684	0.75670886	0.74873936	0.7532661	0.7535616	0.755815	0.75174034	0.7532207	0.7529712	0.7588934	0.7628191	0.75009334	0.7519674	0.7542149	0.75119734	0.75956273	0.7553152	0.7576534	0.752807	0.7573431	0.75420904	0.75957066	0.75566155	0.7528864	0.7498743	0.75032806	0.7486312	0.752709	0.7608106	0.7498182	0.7532776	0.75241643	0.7490812	0.75494736	0.75169986	0.7687666	0.7567463	0.75592524	0.6482466	0.85612315	0.47228855	0.39135242	0.55076134	0.85689956	0.6471665	0.8615954	0.4485903	0.3866682	0.42788145	0.640633	0.44281772	0.5677177	0.35213122	0.37441856	0.42468116	0.3895751	0.22491036	0.44117048	0.61707914	0.5223256	0.4801492	0.40731964	0.45014572	0.44710308	0.28511956	0.715077	0.43393084	0.51333576	0.3732715	0.8020195	0.3460037	0.5886311	0.7741627	0.64608276	0.82668954	0.36626607	0.41605508	0.41598782	0.45787334	0.5704523	0.6279937	0.7003639	0.32015586	0.7138992	0.5403699	0.5453304	0.2553139	0.80948377	0.40517345	0.46114382	0.7862676	0.65191877	0.5354159	0.41854274	0.6542795	0.40619767	0.8106121	0.32248425	0.81501216	0.4217642	0.40240282	0.8376044	0.41429594	0.7279911	0.72112197	0.41148984	0.7876918	0.33640498	0.67883223	0.2887591	0.3509436	0.71248794	0.75936353	0.6734201	0.37409696	0.55455613	0.41952336	0.58570427	0.8054864	0.78109545	0.68927705	0.8330112	0.61065	0.8111389	0.2972667	0.66414106	0.6312787	0.35353267	0.6096434	0.75637174	0.39328972	0.40950447	0.8208238	0.25959373	0.43254295	0.81369436	0.32303303	0.7606009
GSM1517352_MK-6.CEL	0.7538425	0.7598027	0.76336604	0.75358367	0.75907195	0.7545668	0.756951	0.75686455	0.75706655	0.7584258	0.7606812	0.75379443	0.75513965	0.76366776	0.75439984	0.7525596	0.76378244	0.75607115	0.75867075	0.76160485	0.7589717	0.7547919	0.7557902	0.7571886	0.7549272	0.76347613	0.75991356	0.7532159	0.7483393	0.76267034	0.75165653	0.75411665	0.7601955	0.75618786	0.7554469	0.754497	0.75365394	0.75181395	0.75168633	0.7550268	0.7621519	0.76046914	0.76133883	0.7610625	0.74978817	0.7580645	0.7593121	0.7523203	0.7580363	0.76535195	0.7578134	0.7520209	0.7618924	0.75615394	0.7587915	0.75868714	0.7538291	0.7571122	0.7557588	0.7561259	0.7587348	0.7578271	0.76166296	0.75812924	0.7501685	0.75467473	0.75497603	0.7572384	0.7531702	0.7546468	0.7544259	0.76032037	0.76425415	0.75151026	0.75336903	0.75563145	0.7526359	0.7609749	0.7567172	0.759072	0.75419855	0.758767	0.75561756	0.76095474	0.75708175	0.7542839	0.75127274	0.7517332	0.75006664	0.7541421	0.76220506	0.751234	0.7547054	0.7538261	0.7505184	0.75637305	0.7530889	0.7701884	0.75813437	0.75735295	0.648686	0.85650986	0.47257534	0.3916107	0.5510374	0.8572682	0.6474237	0.8619816	0.4489386	0.3868338	0.42819875	0.6409691	0.4430691	0.56803507	0.35228473	0.37464958	0.42488164	0.3897379	0.22501157	0.44142637	0.61745244	0.5226096	0.48046806	0.40746313	0.4504447	0.44736555	0.2852556	0.7154191	0.43424097	0.51363355	0.37344944	0.80240554	0.34618425	0.5889959	0.77454907	0.6463936	0.82711834	0.36642778	0.41623637	0.4161984	0.45812652	0.5708708	0.62839115	0.70069754	0.320235	0.7142808	0.5407399	0.54561126	0.25543928	0.8099266	0.40542835	0.46142069	0.78672945	0.6522752	0.5357394	0.41874328	0.65470725	0.40636116	0.81103027	0.3225952	0.81542355	0.42198375	0.4026409	0.8380255	0.41448584	0.7284759	0.72152317	0.41175684	0.78809947	0.33653757	0.67921555	0.28894645	0.35115227	0.7128259	0.75977504	0.6738301	0.37431937	0.55485743	0.41971475	0.5861389	0.80591726	0.78151643	0.6896639	0.83340585	0.61105794	0.8115698	0.29739228	0.6644723	0.6316722	0.35364565	0.61002284	0.7567834	0.39352298	0.40971965	0.82124716	0.25971505	0.43287075	0.81414276	0.32319918	0.7609969
GSM199984.CEL	0.75409573	0.7600591	0.7636289	0.7538382	0.7593297	0.75482786	0.7572102	0.75712234	0.757326	0.758688	0.7609414	0.7540564	0.75539696	0.7639286	0.75465924	0.7528109	0.7640363	0.75632393	0.7589247	0.7618607	0.7592269	0.7550503	0.75604385	0.7574438	0.75518703	0.76373065	0.76017094	0.7534779	0.74859494	0.76292866	0.7519195	0.75437784	0.76044726	0.7564478	0.75570583	0.7547508	0.7539095	0.75207347	0.7519365	0.7552819	0.76240903	0.76072335	0.76160336	0.7613235	0.7500463	0.7583182	0.75956124	0.75257796	0.7582902	0.7656034	0.7580683	0.7522792	0.762154	0.7564135	0.75905216	0.75893945	0.7540916	0.75736755	0.75602096	0.7563818	0.7589867	0.7580849	0.761916	0.7583868	0.7504278	0.7549303	0.7552325	0.75749665	0.7534297	0.7549055	0.75468975	0.7605792	0.76451445	0.75176734	0.7536233	0.75588846	0.75289685	0.76123106	0.75697154	0.7593293	0.75445104	0.7590253	0.755873	0.7612058	0.75733936	0.7545375	0.7515264	0.7519882	0.750327	0.75440204	0.7624582	0.75149083	0.7549644	0.7540818	0.7507791	0.75663155	0.75334084	0.77044624	0.7583862	0.7576119	0.6487659	0.8565801	0.47262746	0.39165774	0.5510875	0.85733527	0.6474705	0.8620517	0.44900188	0.3868639	0.42825645	0.6410302	0.44311485	0.5680927	0.35231265	0.37469158	0.42491806	0.3897675	0.22502998	0.44147292	0.6175204	0.5226612	0.48052603	0.4074892	0.45049906	0.44741333	0.28528038	0.7154813	0.43429735	0.5136877	0.37348184	0.8024756	0.34621713	0.58906215	0.7746193	0.6464501	0.8271962	0.36645725	0.4162693	0.4162367	0.4581725	0.5709469	0.62846345	0.7007583	0.32024938	0.71435016	0.5408071	0.5456623	0.2554622	0.81000715	0.4054747	0.46147105	0.7868134	0.65234	0.5357982	0.41877973	0.6547849	0.40639088	0.8111062	0.32261539	0.81549823	0.4220236	0.4026843	0.83810204	0.41452035	0.7285641	0.7215961	0.41180542	0.78817344	0.3365617	0.67928505	0.28898057	0.35119033	0.71288735	0.7598499	0.6739046	0.37435988	0.55491227	0.41974953	0.58621794	0.8059955	0.7815928	0.6897342	0.8334774	0.6111321	0.81164813	0.29741508	0.66453254	0.6317437	0.35366616	0.61009175	0.7568581	0.3935654	0.40975875	0.82132405	0.25973707	0.43293035	0.8142242	0.32322943	0.76106876
ETJan12B_1379_2012PAO4dR-aero.CEL	0.7545071	0.7604753	0.7640558	0.75425136	0.7597481	0.7552516	0.75763106	0.75754076	0.7577472	0.7591136	0.7613639	0.75448173	0.7558149	0.764352	0.7550802	0.7532188	0.7644485	0.75673425	0.75933695	0.76227635	0.75964147	0.7554696	0.7564557	0.7578579	0.75560874	0.7641438	0.76058877	0.75390315	0.74900985	0.76334816	0.7523463	0.7548019	0.76085603	0.7568696	0.75612605	0.7551626	0.7543245	0.7524949	0.7523429	0.75569606	0.7628265	0.7611363	0.7620328	0.7617473	0.7504656	0.7587299	0.7599656	0.7529963	0.75870216	0.7660116	0.75848204	0.75269866	0.76257867	0.7568349	0.7594753	0.7593491	0.75451785	0.7577823	0.7564463	0.75679725	0.75939566	0.7585032	0.7623267	0.75880504	0.7508487	0.75534517	0.75564915	0.7579158	0.7538509	0.75532556	0.75511813	0.76099944	0.764937	0.75218475	0.7540361	0.75630563	0.7533205	0.76164687	0.7573845	0.7597471	0.7548608	0.7594446	0.7562878	0.7616133	0.75775754	0.75494903	0.7519384	0.75240207	0.7507498	0.7548241	0.7628688	0.75190777	0.75538486	0.754497	0.7512024	0.7570514	0.75374997	0.77086484	0.75879496	0.7580323	0.6488956	0.8566941	0.47271216	0.3917341	0.55116904	0.857444	0.64754647	0.8621656	0.44910482	0.3869127	0.42835024	0.64112943	0.44318914	0.56818646	0.35235798	0.37475985	0.4249773	0.38981557	0.22505985	0.44154853	0.61763066	0.5227451	0.48062018	0.40753162	0.4505874	0.44749084	0.28532058	0.7155823	0.43438902	0.5137757	0.3735344	0.8025895	0.34627044	0.5891699	0.77473325	0.64654195	0.8273226	0.36650503	0.4163229	0.41629893	0.4582473	0.57107055	0.62858087	0.70085675	0.3202727	0.7144629	0.54091644	0.54574525	0.25549927	0.81013775	0.40555003	0.46155286	0.7869497	0.65244526	0.5358938	0.418839	0.6549112	0.4064392	0.8112296	0.3226482	0.81561965	0.4220885	0.40275466	0.83822626	0.41457644	0.7287072	0.72171456	0.41188428	0.7882938	0.33660084	0.6793983	0.28903595	0.35125196	0.7129871	0.7599714	0.67402565	0.3744256	0.5550013	0.41980603	0.5863463	0.8061227	0.78171706	0.6898484	0.83359385	0.6112525	0.81177527	0.29745218	0.66463035	0.63185996	0.3536995	0.6102038	0.7569796	0.39363432	0.40982231	0.821449	0.25977293	0.4330272	0.8143565	0.32327843	0.76118577
