	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM1420998_dnr_control1.CEL	0.56786203	0.5729453	0.5738103	0.5678793	0.5718685	0.56782347	0.56895757	0.5691845	0.56780225	0.5721115	0.5735767	0.56690454	0.569383	0.572887	0.5664839	0.5692646	0.57607186	0.57178795	0.5728293	0.57468516	0.5716105	0.5697801	0.5713133	0.5698789	0.56874263	0.5742444	0.5721999	0.56649965	0.5646508	0.5728954	0.56401163	0.5669822	0.57478255	0.5683721	0.5680883	0.57164645	0.5694236	0.5631071	0.56858605	0.5703825	0.5740062	0.57442427	0.570765	0.57041276	0.56456584	0.5722281	0.5741487	0.56609124	0.5724869	0.5796665	0.5737523	0.5667415	0.57307136	0.5677698	0.5713119	0.57257134	0.56556636	0.57119423	0.5687462	0.56776386	0.5719313	0.5715815	0.57581246	0.5706795	0.5639704	0.5694473	0.56760085	0.56931597	0.56806505	0.5676235	0.5650981	0.57360363	0.5753008	0.565295	0.5671732	0.5687095	0.56571305	0.5715103	0.57025844	0.5713602	0.56781924	0.57202244	0.57015604	0.5763464	0.5700416	0.57145494	0.5675005	0.5648708	0.56499785	0.5673846	0.57405555	0.5639144	0.5698194	0.5678764	0.56502974	0.56879914	0.56702065	0.5797739	0.57271767	0.5701028	0.6027444	0.8113529	0.4441528	0.3635122	0.5186964	0.81409144	0.61959034	0.81633306	0.41046634	0.36640394	0.39250606	0.6041372	0.41464302	0.5329677	0.33277506	0.3491905	0.40139803	0.3713371	0.21126382	0.41211686	0.57712775	0.48921764	0.44482204	0.38917777	0.41733298	0.41893	0.2701726	0.67939043	0.40296957	0.47769997	0.35562104	0.7603361	0.32469928	0.5515656	0.73265415	0.61196643	0.7784157	0.34567252	0.39618555	0.3942447	0.4310071	0.5259558	0.5879194	0.6627097	0.30993906	0.67033154	0.50134915	0.51560706	0.23873559	0.76022184	0.3785024	0.43171382	0.7362271	0.6124266	0.49700892	0.39686573	0.6090928	0.38433436	0.7641172	0.31086493	0.77043885	0.3963422	0.37687922	0.7894532	0.39411163	0.6764875	0.6803597	0.38225302	0.7460345	0.31934586	0.6399801	0.2693725	0.32746387	0.67633307	0.71448886	0.63320637	0.34940726	0.52610123	0.39594522	0.53941256	0.75737286	0.731629	0.64776987	0.78991795	0.5693922	0.76077193	0.28147635	0.6295691	0.58898604	0.34233397	0.57170194	0.7128598	0.36610526	0.38428846	0.77534765	0.2423779	0.3968377	0.7641328	0.30373508	0.7166189
GSM1608072_Biofilm+12hrtobra_rep3.CEL	0.5685997	0.57368946	0.5745664	0.568615	0.57261324	0.5685621	0.569704	0.5699301	0.5685542	0.57285017	0.57432103	0.567643	0.570119	0.5736495	0.56722814	0.56999034	0.57682335	0.5725196	0.573569	0.57543087	0.57235676	0.57051224	0.57204545	0.5706239	0.5694795	0.57500225	0.57294744	0.56723696	0.565374	0.57365364	0.5647516	0.5677222	0.57552224	0.5691169	0.56883097	0.57237047	0.57015264	0.5638532	0.5693107	0.57111436	0.5747572	0.5751661	0.57152367	0.5711729	0.5652958	0.5729676	0.5748877	0.5668275	0.573225	0.58041096	0.57448334	0.5674731	0.57382363	0.5685171	0.57205665	0.57331294	0.56631064	0.57193285	0.56948644	0.5685125	0.5726762	0.5723211	0.5765546	0.5714248	0.5647045	0.5701814	0.5683442	0.57006246	0.5687962	0.5683643	0.5658469	0.57434666	0.5760557	0.5660309	0.56791115	0.5694511	0.5664513	0.57226694	0.5709997	0.5721074	0.56855917	0.57276475	0.5708917	0.57708323	0.57078433	0.57217884	0.5682266	0.56561035	0.5657266	0.56812346	0.57480836	0.5646551	0.5705506	0.5686131	0.5657605	0.56954354	0.5677587	0.58054036	0.5734561	0.5708463	0.60290927	0.8115293	0.44425154	0.36361033	0.5188122	0.8142598	0.61969	0.8165125	0.41060117	0.36647654	0.39263135	0.6042697	0.4147432	0.53309256	0.33284444	0.3492795	0.40148115	0.37140197	0.21131277	0.41222027	0.57727206	0.48933688	0.444948	0.3892432	0.41744944	0.4190297	0.27022538	0.6795209	0.40307805	0.4778285	0.35568285	0.76049376	0.32477498	0.551698	0.73280954	0.61209047	0.77860266	0.34574643	0.3962561	0.39432138	0.43110242	0.5261154	0.5880634	0.66284853	0.30997604	0.6704933	0.5014883	0.5157133	0.23879482	0.760411	0.3785963	0.43181813	0.7364168	0.6125707	0.49714777	0.39694265	0.609257	0.3844135	0.7642952	0.31090593	0.770609	0.39643294	0.37696937	0.78964126	0.39418316	0.67667866	0.680509	0.38235644	0.74618995	0.31940717	0.6401209	0.2694401	0.3275468	0.67646563	0.7146569	0.6333514	0.34949443	0.5262015	0.39603	0.53957903	0.7575572	0.73181796	0.64792186	0.79008365	0.56954	0.76096696	0.2815329	0.6296944	0.58913946	0.34237337	0.57183766	0.7130217	0.366202	0.3843783	0.77552164	0.24243988	0.39696383	0.76432335	0.3038034	0.71678376
GSM822713_delta_cbrBLB_B.CEL	0.5707672	0.57587606	0.57678795	0.57077706	0.57480186	0.57073265	0.57189745	0.5721208	0.5707638	0.57502085	0.57650816	0.5698131	0.5722817	0.57589006	0.5694151	0.5721228	0.5790315	0.57466954	0.5757426	0.57762206	0.5745496	0.5726638	0.5741967	0.57281286	0.5716449	0.5772289	0.5751442	0.5694037	0.5674994	0.5758816	0.5669263	0.56989706	0.5776957	0.57130533	0.5710131	0.57449794	0.572295	0.56604594	0.57144034	0.5732652	0.576964	0.5773457	0.57375294	0.5734065	0.5674411	0.5751409	0.5770591	0.568991	0.5753941	0.5825981	0.57663155	0.5696231	0.576034	0.570713	0.5742449	0.57549214	0.56849796	0.57410324	0.5716616	0.57071227	0.5748649	0.5744946	0.5787353	0.5736148	0.5668618	0.5723386	0.57052857	0.5722561	0.57094496	0.57054114	0.56804764	0.5765299	0.57827395	0.5681935	0.5700796	0.5716302	0.56862074	0.57449025	0.5731779	0.5743028	0.5707334	0.57494587	0.57305324	0.57924813	0.5729667	0.5743059	0.5703603	0.5677838	0.5678681	0.5702947	0.57702017	0.5668317	0.5726992	0.5707778	0.56790805	0.5717309	0.56992745	0.5827921	0.5756258	0.57303095	0.60339373	0.81204724	0.44454205	0.363899	0.51915276	0.8147541	0.61998326	0.8170396	0.41099772	0.36669013	0.39299998	0.60465896	0.41503796	0.53345984	0.3330486	0.34954125	0.40172562	0.37159282	0.21145667	0.41252458	0.5776963	0.4896874	0.44531846	0.3894356	0.41779208	0.41932315	0.27038044	0.67990434	0.403397	0.47820657	0.3558647	0.7609566	0.3249978	0.55208766	0.73326606	0.6124551	0.7791523	0.34596393	0.39646366	0.394547	0.43138263	0.52658474	0.58848685	0.6632564	0.31008464	0.67096883	0.5018976	0.5160257	0.23896937	0.76096666	0.37887248	0.43212506	0.73697424	0.61299443	0.497556	0.39716884	0.6097398	0.38464645	0.7648184	0.31102663	0.7711088	0.39669994	0.37723452	0.79019374	0.3943935	0.6772405	0.68094754	0.38266063	0.7466471	0.3195874	0.64053494	0.2696391	0.3277908	0.6768552	0.7151504	0.6337778	0.3497509	0.5264962	0.39627925	0.5400686	0.7580984	0.7323731	0.6483685	0.7905706	0.5699748	0.7615398	0.28169942	0.6300627	0.58959067	0.34248918	0.57223666	0.71349734	0.36648643	0.38464296	0.77603287	0.2426221	0.39733484	0.76488334	0.30400467	0.71726835
GSM821095_HZI0150_Pae_G1a.CEL	0.5767786	0.581939	0.58294743	0.5767731	0.58087045	0.57675225	0.57798034	0.57819587	0.5768915	0.5810399	0.58257264	0.57583153	0.5782793	0.58210206	0.5754802	0.57803684	0.5851534	0.58063143	0.5817697	0.5836973	0.5806301	0.57863045	0.5801624	0.5788833	0.57765007	0.5834025	0.5812354	0.5754131	0.57339495	0.58205885	0.57295823	0.57592857	0.58372205	0.5773747	0.57706493	0.5803976	0.5782363	0.5721279	0.57734656	0.57922965	0.5830825	0.5833892	0.5799344	0.57960016	0.5733915	0.5811669	0.58307976	0.57499146	0.5814085	0.58866113	0.5825882	0.5755862	0.5821629	0.5768029	0.5803129	0.5815347	0.57456434	0.58012164	0.5776937	0.5768127	0.5809339	0.5805216	0.5847812	0.5796876	0.57284576	0.5783209	0.57658654	0.5783391	0.5769041	0.5765781	0.5741511	0.5825835	0.58442384	0.5741915	0.5760938	0.57767326	0.5746378	0.580655	0.5792181	0.58039075	0.57676345	0.5809939	0.5790476	0.58525056	0.57901853	0.58020437	0.5762781	0.573812	0.57380813	0.5763162	0.58315265	0.5728688	0.57865787	0.5767813	0.5738646	0.5777969	0.57594234	0.5890336	0.5816419	0.57908916	0.6047397	0.8134814	0.44534984	0.36470202	0.5200992	0.81612307	0.62079805	0.81849885	0.41210085	0.36728433	0.3940254	0.60574055	0.41585773	0.53448075	0.3336166	0.35026932	0.40240535	0.37212345	0.2118571	0.41337076	0.57887536	0.49066207	0.4463486	0.38997072	0.41874504	0.42013913	0.27081192	0.68096924	0.40428415	0.47925767	0.3563705	0.76224047	0.3256176	0.5531705	0.7345328	0.61346835	0.78067505	0.34656882	0.39704078	0.39517435	0.4321619	0.52788925	0.5896633	0.6643894	0.31038693	0.6722889	0.50303537	0.5168941	0.23945479	0.7625068	0.3796407	0.43297848	0.73852015	0.61417145	0.49869093	0.39779803	0.611081	0.38529423	0.7662685	0.3113622	0.7724943	0.39744246	0.37797195	0.7917242	0.39497846	0.6787999	0.6821654	0.38350672	0.747915	0.32008895	0.6416848	0.27019274	0.32846957	0.677937	0.7165199	0.6349619	0.35046434	0.5273154	0.39697248	0.54142934	0.7595989	0.7339125	0.6496089	0.79192	0.57118267	0.7631275	0.2821624	0.63108575	0.59084415	0.34281132	0.57334554	0.7148173	0.36727762	0.38537878	0.7774497	0.2431292	0.3983669	0.76643515	0.30456448	0.71861273
GSM774139_B12-0_1.CEL	0.5842929	0.58951527	0.5906434	0.58426845	0.58845425	0.5842769	0.5855832	0.58578897	0.58455056	0.5885619	0.5901504	0.5833552	0.585776	0.58986366	0.5830622	0.58542955	0.5928016	0.58808255	0.58930135	0.5912881	0.5882288	0.58608836	0.5876185	0.5864702	0.5851563	0.5911156	0.5888471	0.5829257	0.58076656	0.58977723	0.58049977	0.58346844	0.59125197	0.5849609	0.58462954	0.5877715	0.5856628	0.5797321	0.5847298	0.58668464	0.5907274	0.59094065	0.58765894	0.58734	0.5808314	0.5886977	0.5906029	0.582493	0.5889245	0.5962345	0.590032	0.58304095	0.58982104	0.58441496	0.5878961	0.5890858	0.5821482	0.5876434	0.5852335	0.58443797	0.58851814	0.5880537	0.592335	0.5872772	0.5803277	0.5857985	0.5841589	0.585942	0.58435345	0.58412445	0.58178145	0.5901479	0.59210706	0.58169043	0.58361197	0.5852267	0.5821601	0.5883584	0.58676726	0.5879987	0.584301	0.588552	0.5865399	0.59274995	0.58658224	0.58757687	0.58367616	0.5813488	0.581235	0.5838434	0.5908148	0.580417	0.58610576	0.584286	0.581312	0.58537877	0.58346146	0.5968285	0.58916014	0.5866608	0.60642725	0.81527	0.44636434	0.36571124	0.5212873	0.81783044	0.6218199	0.82031786	0.41348693	0.36803073	0.39531407	0.6070969	0.41688755	0.53576195	0.3343303	0.35118434	0.40325934	0.37279022	0.21236058	0.4144338	0.5803542	0.49188575	0.44764253	0.39064288	0.41994223	0.42116413	0.2713542	0.6823034	0.40539882	0.4805775	0.35700586	0.76384544	0.32639658	0.55452913	0.7361175	0.61473894	0.7825759	0.3473289	0.39776576	0.3959625	0.43314064	0.5295265	0.5911387	0.66580886	0.31076664	0.6739424	0.5044637	0.51798415	0.24006526	0.76443064	0.38060606	0.43405044	0.7404524	0.6156472	0.50011563	0.3985883	0.6127623	0.38610804	0.76808023	0.31178373	0.7742253	0.39837524	0.37889862	0.79363376	0.39571324	0.6807519	0.68369067	0.3845699	0.7495008	0.3207191	0.64312595	0.27088875	0.32932281	0.6792924	0.7182334	0.6364461	0.35136095	0.52834356	0.39784333	0.5431366	0.7614736	0.7358372	0.6511633	0.79360485	0.5726979	0.7651102	0.28274438	0.6323685	0.59241617	0.3432159	0.5747366	0.716469	0.368272	0.38630342	0.7792193	0.24376684	0.39966384	0.7683732	0.3052681	0.72029495
GSM1067457_PAO1_PAA_1.CEL	0.58442175	0.58964515	0.59077525	0.58439696	0.5885843	0.58440596	0.58571357	0.58591914	0.5846819	0.5886909	0.59028035	0.5834842	0.5859045	0.58999676	0.58319217	0.5855563	0.59293264	0.5882103	0.58943045	0.59141827	0.5883591	0.5862163	0.5877463	0.5866003	0.585285	0.59124786	0.5889776	0.5830544	0.58089304	0.58990955	0.5806291	0.58359766	0.5913811	0.5850909	0.5847592	0.5878979	0.58579016	0.5798626	0.58485633	0.58681244	0.59085846	0.5910701	0.5877914	0.5874727	0.58095896	0.5888268	0.59073186	0.5826217	0.5890534	0.5963643	0.5901596	0.58316875	0.5899523	0.5845455	0.58802617	0.5892153	0.5822782	0.5877723	0.5853628	0.58456874	0.58864814	0.58818287	0.5924645	0.5874073	0.580456	0.5859267	0.5842888	0.5860723	0.5844812	0.58425385	0.5819122	0.59027755	0.5922387	0.58181906	0.5837409	0.5853562	0.5822891	0.5884905	0.5868967	0.5881291	0.5844302	0.5886816	0.5866684	0.5928786	0.58671194	0.5877032	0.58380306	0.58147794	0.5813623	0.58397245	0.5909462	0.58054644	0.5862335	0.5844146	0.58143973	0.58550876	0.5835904	0.5969621	0.589289	0.58679056	0.6064563	0.8153006	0.44638178	0.36572856	0.52130777	0.8178597	0.62183744	0.82034904	0.4135108	0.3680436	0.3953362	0.6071202	0.41690528	0.535784	0.3343426	0.35120013	0.403274	0.37280166	0.21236922	0.41445208	0.5803796	0.49190682	0.4476648	0.3906544	0.4199628	0.42118177	0.27136356	0.68232626	0.40541795	0.48060018	0.3570168	0.76387286	0.32641003	0.55455244	0.7361446	0.6147607	0.78260845	0.347342	0.3977782	0.39597607	0.43315747	0.52955455	0.591164	0.6658332	0.31077313	0.6739707	0.5044882	0.51800287	0.24007572	0.76446366	0.38062266	0.43406886	0.7404856	0.6156725	0.5001402	0.39860192	0.61279124	0.38612202	0.7681113	0.311791	0.774255	0.39839128	0.37891454	0.79366654	0.39572588	0.6807854	0.68371683	0.38458818	0.749528	0.32072997	0.6431507	0.27090073	0.32933742	0.6793156	0.7182628	0.63647157	0.35137635	0.52836126	0.39785832	0.5431659	0.76150566	0.73587024	0.65119004	0.79363376	0.57272387	0.7651442	0.2827544	0.6323905	0.59244317	0.34322286	0.5747605	0.7164973	0.36828905	0.38631937	0.7792497	0.24377784	0.39968616	0.7684064	0.3052802	0.72032386
JS-G84.18.07.CEL	0.58506584	0.5902944	0.5914347	0.58503944	0.58923423	0.58505094	0.5863652	0.58656996	0.58533835	0.58933556	0.59092975	0.5841291	0.586547	0.5906619	0.5838421	0.58619004	0.593588	0.5888489	0.5900759	0.5920687	0.58901036	0.5868555	0.5883854	0.58725053	0.58592844	0.59190875	0.5896299	0.58369845	0.58152497	0.5905709	0.5812757	0.584244	0.5920263	0.58574116	0.5854076	0.5885299	0.58642673	0.58051443	0.5854893	0.58745146	0.5915136	0.5917172	0.58845335	0.58813596	0.5815968	0.5894722	0.59137654	0.58326477	0.58969754	0.5970132	0.59079754	0.58380777	0.59060854	0.585198	0.58867604	0.5898624	0.58292836	0.588417	0.586009	0.5852223	0.5892981	0.5888284	0.59311175	0.58805776	0.5810975	0.58656764	0.5849379	0.586724	0.5851198	0.58490074	0.5825663	0.5909258	0.5928971	0.58246183	0.58438534	0.58600366	0.5829339	0.58915067	0.5875437	0.5887812	0.58507633	0.5893293	0.58731055	0.59352124	0.5873602	0.58833516	0.58443725	0.58212405	0.581999	0.5846177	0.59160274	0.5811935	0.58687186	0.5850579	0.58207816	0.5861586	0.5842349	0.5976299	0.58993334	0.58743954	0.6066012	0.8154537	0.446469	0.3658154	0.52140987	0.8180059	0.6219252	0.8205046	0.41362998	0.3681078	0.39544708	0.60723674	0.41699383	0.5358941	0.33440396	0.3512788	0.4033474	0.372859	0.21241258	0.4145435	0.5805067	0.49201202	0.44777602	0.3907122	0.42006576	0.42126992	0.27141017	0.68244094	0.40551382	0.4807136	0.35707143	0.7640105	0.32647696	0.5546692	0.73628056	0.6148699	0.7827714	0.34740737	0.39784056	0.39604378	0.43324164	0.5296953	0.5912908	0.66595507	0.31080574	0.6741127	0.50461096	0.51809657	0.24012826	0.7646284	0.3807057	0.434161	0.7406512	0.6157993	0.5002626	0.39866987	0.61293554	0.38619202	0.76826656	0.31182724	0.77440333	0.3984715	0.37899423	0.7938301	0.39578906	0.6809529	0.6838478	0.38467968	0.74966407	0.3207841	0.6432745	0.2709606	0.32941082	0.67943203	0.71840984	0.63659906	0.35145345	0.5284496	0.3979332	0.5433127	0.76166636	0.7360352	0.6513235	0.7937782	0.57285404	0.7653141	0.2828045	0.6325007	0.5925782	0.3432576	0.57488	0.71663904	0.36837465	0.38639882	0.77940136	0.24383274	0.3997977	0.7685724	0.30534074	0.72046816
GSM774099_CF66-2008c.CEL	0.58628887	0.59152716	0.5926868	0.58625937	0.5904682	0.5862756	0.58760244	0.5878056	0.5865848	0.59055954	0.59216267	0.58535373	0.58776706	0.59192467	0.58507615	0.5873932	0.5948322	0.5900614	0.59130156	0.59330374	0.5902468	0.5880692	0.5895988	0.5884851	0.58715004	0.59316367	0.5908685	0.58492124	0.582725	0.59182674	0.58250326	0.5854712	0.59325147	0.58697575	0.5866387	0.5897299	0.5876354	0.5817523	0.58669096	0.58866465	0.59275734	0.5929459	0.58971024	0.5893954	0.5828079	0.5906976	0.59260064	0.5844858	0.59092057	0.5982451	0.5920088	0.5850212	0.5918546	0.5864368	0.58991	0.5910911	0.5841627	0.58964103	0.5872361	0.5864633	0.5905322	0.5900541	0.5943407	0.58929276	0.58231544	0.5877846	0.5861703	0.5879612	0.58633214	0.58612895	0.5838083	0.59215665	0.59414697	0.58368254	0.58560896	0.5872329	0.5841583	0.59040403	0.58877224	0.5900191	0.5863031	0.5905591	0.5885298	0.59474134	0.58859104	0.58953494	0.5856414	0.58335084	0.58320796	0.5858427	0.5928493	0.5824222	0.58808404	0.58627933	0.58329046	0.5873925	0.58545876	0.59889764	0.59115666	0.5886717	0.60687655	0.81574434	0.44663474	0.36598033	0.5216039	0.8182833	0.622092	0.82080024	0.41385654	0.3682298	0.39565766	0.6074581	0.4171621	0.5361033	0.33452064	0.3514284	0.40348697	0.37296793	0.21249485	0.41471717	0.580748	0.4922119	0.44798744	0.39082208	0.4202614	0.42143738	0.27149886	0.68265843	0.40569597	0.48092923	0.35717526	0.76427186	0.32660434	0.554891	0.7365387	0.61507726	0.7830806	0.34753162	0.39795902	0.39617258	0.43340158	0.5299626	0.5915316	0.6661866	0.31086782	0.6743822	0.50484425	0.5182746	0.24022812	0.76494145	0.38086346	0.43433616	0.7409657	0.6160401	0.5004953	0.398799	0.61320984	0.38632497	0.76856124	0.31189615	0.77468497	0.39862394	0.3791457	0.7941405	0.39590913	0.681271	0.68409646	0.38485342	0.7499223	0.32088718	0.64350957	0.27107444	0.32955027	0.67965305	0.71868896	0.6368412	0.35160002	0.5286175	0.3980755	0.5435914	0.7619715	0.7363485	0.651577	0.79405224	0.5731014	0.7656367	0.28289962	0.63271	0.5928347	0.34332377	0.5751071	0.7169082	0.36853716	0.38654992	0.77968925	0.24393703	0.4000097	0.76888764	0.3054557	0.72074217
GSM1553193_Normal_C2.CEL	0.5868249	0.59206754	0.5932356	0.58679414	0.59100914	0.5868124	0.5881448	0.5883473	0.58713114	0.5910961	0.5927031	0.5858904	0.58830184	0.5924781	0.58561707	0.5879206	0.5953775	0.5905929	0.5918387	0.593845	0.5907887	0.58860123	0.5901306	0.5890263	0.5876856	0.5937136	0.5914113	0.5854572	0.58325106	0.5923772	0.5830414	0.58600914	0.59378844	0.58751696	0.58717835	0.5902559	0.58816516	0.5822949	0.5872177	0.58919644	0.5933025	0.5934844	0.59026116	0.5899474	0.58333874	0.5912347	0.59313715	0.585021	0.59145665	0.59878504	0.59253967	0.58555305	0.5924007	0.5869798	0.5904509	0.5916296	0.58470374	0.5901775	0.587774	0.5870072	0.59107316	0.5905913	0.5948794	0.58983415	0.58284926	0.58831805	0.58671045	0.58850354	0.58686364	0.58666724	0.5843527	0.5926961	0.5946949	0.58421755	0.58614534	0.5877718	0.58469504	0.59095347	0.58931077	0.59056175	0.5868408	0.5910982	0.58906424	0.59527606	0.58913064	0.5900609	0.58616924	0.5838886	0.5837379	0.58637977	0.5933957	0.5829608	0.5886153	0.5868147	0.58382183	0.5879333	0.5859952	0.5994533	0.5916929	0.58921176	0.60699725	0.81587166	0.44670743	0.36605275	0.521689	0.8184049	0.6221651	0.82092965	0.41395587	0.3682833	0.3957501	0.6075552	0.4172359	0.53619504	0.3345718	0.35149398	0.40354815	0.37301576	0.212531	0.41479343	0.5808539	0.49229956	0.44808015	0.3908702	0.4203472	0.42151085	0.27153775	0.68275386	0.40577587	0.48102376	0.35722083	0.76438636	0.3266602	0.55498827	0.73665196	0.61516815	0.78321594	0.34758615	0.398011	0.3962291	0.43347168	0.53007984	0.5916372	0.66628814	0.31089506	0.67450035	0.50494653	0.5183527	0.24027184	0.7650786	0.38093263	0.434413	0.7411036	0.6161457	0.5005974	0.39885563	0.6133302	0.38638335	0.7686906	0.31192636	0.77480847	0.3986908	0.37921214	0.79427654	0.3959618	0.6814105	0.6842055	0.38492966	0.75003546	0.32093233	0.6436126	0.2711244	0.3296115	0.67974997	0.71881133	0.63694745	0.35166427	0.5286911	0.3981379	0.5437137	0.7621051	0.7364859	0.65168816	0.79417235	0.5732098	0.76577806	0.2829413	0.63280183	0.5929472	0.34335274	0.57520664	0.7170262	0.36860842	0.3866162	0.77981544	0.2439828	0.40010265	0.76902586	0.30550623	0.7208623
KP_PA14_5-28_5-30-08_s2.CEL	0.58806777	0.59332013	0.5945078	0.5880338	0.59226304	0.588057	0.589402	0.58960295	0.58839774	0.5923399	0.59395593	0.5871349	0.5895416	0.59376115	0.58687115	0.5891434	0.5966417	0.59182507	0.593084	0.5950999	0.5920452	0.58983463	0.5913636	0.59028095	0.588927	0.59498864	0.5926698	0.5866998	0.5844706	0.59365314	0.58428895	0.5872562	0.59503335	0.5887715	0.58842945	0.59147537	0.5893935	0.58355284	0.5884389	0.59042937	0.59456635	0.5947328	0.5915383	0.5912271	0.58456963	0.59247994	0.594381	0.58626187	0.59269947	0.6000366	0.5937705	0.58678615	0.5936668	0.5882387	0.5917048	0.59287816	0.5859582	0.5914213	0.5890209	0.58826834	0.5923272	0.59183675	0.59612805	0.5910891	0.58408713	0.5895547	0.58796287	0.58976084	0.5880957	0.5879154	0.58561474	0.59394664	0.5959649	0.58545804	0.5873889	0.58902097	0.58593935	0.5922271	0.5905591	0.59181976	0.58808744	0.592348	0.5903033	0.59651583	0.59038144	0.5912801	0.5873929	0.5851353	0.5849666	0.5876247	0.59466237	0.5842095	0.5898471	0.58805597	0.5850539	0.5891872	0.58723885	0.60074127	0.59293604	0.5904639	0.6072773	0.8161669	0.4468761	0.3662206	0.5218864	0.8186869	0.6223347	0.8212298	0.41418648	0.3684075	0.39596444	0.6077803	0.41740716	0.5364079	0.3346905	0.35164618	0.40369016	0.37312663	0.2126148	0.41497022	0.58109945	0.49250296	0.44829533	0.390982	0.42054632	0.42168134	0.27162796	0.6829751	0.40596125	0.48124313	0.35732648	0.76465195	0.32678977	0.5552139	0.7369143	0.6153791	0.7835301	0.34771252	0.39813155	0.3963602	0.43363443	0.5303518	0.5918821	0.6665235	0.3109582	0.67477447	0.5051839	0.51853377	0.24037343	0.76539665	0.38109317	0.4345912	0.7414233	0.61639065	0.50083417	0.39898705	0.6136092	0.3865187	0.7689901	0.31199646	0.7750947	0.39884597	0.37936625	0.79459196	0.39608398	0.6817339	0.6844584	0.38510647	0.750298	0.32103714	0.64385176	0.2712402	0.3297535	0.6799748	0.7190952	0.6371937	0.3518135	0.528862	0.39828277	0.5439972	0.7624151	0.7368044	0.651946	0.7944508	0.5734615	0.7661059	0.28303814	0.6330147	0.59320813	0.34341997	0.57543766	0.7172997	0.36877385	0.38676998	0.7801079	0.24408887	0.40031838	0.7693461	0.30562326	0.721141
